bcsid,bd9totce,bd9hnvq,bd9ms,bd9partp,b9groa,b9cns8,b9ten,b9cmsex,hinvq00,wm1,wm2,wm3,wm4,wm5,c1,c2,c3,c4,b11sex,bd11nochh,bd1psoc,bd1mage,bd1agefb,bd1cntry,bd1regn,a0166,bd3read,bd3maths,bd3psoc,bd3inc,bd4read,bd4psoc,bd4mal,mathscore,y,d,sex_raw,female,soc_birth,soc_10,soc_16,mage,mage_fb,parity,birth_order,read_10_z,math_10_z,cog_10,vocab_16_z,math_16_z,cog_16,inc_10,malaise_16,m_trad_gender,m_profamily,m_earnings,m_log_earn,m_partner
B28191Y,3,0,2,1,624,5,1,2,0,2,4,2,4,2,4,2,2,2,2,1,5,25,19,1,2,4,NA,26,3,4,NA,NA,14,27,3,0,2,1,1,3,NA,25,19,4,5,NA,-1.6380731507658832,NA,NA,-0.936418474336162,NA,4,14,2.6666666666666665,3,624,6.437751649736401,1
B28193A,2,4,2,1,86000,2,2,2,4,5,5,1,2,5,2,3,3,2,2,2,5,26,20,1,2,2,0.44,43,4,2,-0.54,NA,19,42,2,4,2,1,1,2,NA,26,20,2,3,0.31400266800454907,-0.20423475730670482,0.054883955348922125,-0.6129736730700339,0.3761288356724144,-0.11842241869880976,2,19,3.6666666666666665,2.5,86000,11.362114203075018,1
B28194B,0,4,8,NA,NA,4,2,2,4,4,4,5,5,5,3,1,2,5,2,0,7,25,22,2,9,1,0.84,66,5,4,0.17,5,9,NA,0,4,2,1,-1,1,1,25,22,1,2,0.7299728184870542,1.7356642456086542,1.2328185320478542,0.11587610505089939,NA,NA,4,9,4.333333333333333,2.5,NA,NA,NA
B28197E,2,2,2,1,NA,9,4,2,2,4,3,3,3,5,5,1,5,5,2,1,7,31,25,1,6,3,-1.32,27,NA,NA,NA,NA,-2,NA,2,2,2,1,-1,NA,NA,31,25,3,4,-1.5162659941184737,-1.5537297158565198,-1.5349978549874967,NA,NA,NA,NA,-2,3.3333333333333335,5,NA,NA,1
B28198F,1,3,2,1,NA,9,2,2,0,2,1,5,3,1,1,1,2,1,NA,NA,5,36,29,2,9,1,0.44,46,3,4,NA,NA,-2,NA,1,0,2,1,1,3,NA,36,29,1,2,0.31400266800454907,0.0487955474213855,0.18139910771296727,NA,NA,NA,4,-2,2.6666666666666665,1.5,NA,NA,1
B28199G,1,2,3,NA,NA,2,4,1,2,4,4,2,3,4,5,1,4,4,1,1,6,21,21,1,5,0,0.84,43,4,3,0.72,4,2,43,1,2,1,0,0,2,2,21,21,0,1,0.7299728184870542,-0.20423475730670482,0.2628690305901747,0.6804780458488053,0.46363198967298613,0.5720550177608957,3,2,3.3333333333333335,4.5,NA,NA,NA
B28200G,0,2,2,1,NA,4,2,1,2,3,3,3,3,3,3,1,4,3,1,0,5,18,18,3,10,0,NA,54,NA,NA,NA,NA,9,21,0,2,1,0,1,NA,NA,18,18,0,1,NA,0.723543026696293,NA,NA,-1.4614373983395925,NA,NA,9,3,3.5,NA,NA,1
B28204L,0,0,8,NA,NA,4,5,1,0,3,3,3,3,2,3,3,3,3,1,0,5,30,25,1,5,1,NA,39,3,4,-0.46,3,4,26,0,0,1,0,1,3,3,30,25,1,2,NA,-0.5416084969441586,NA,-0.5308497544085202,-1.0239216283367338,-0.777385691372627,4,4,3,3,NA,NA,NA
B28205M,4,4,2,1,NA,9,2,2,4,2,2,4,1,4,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,3,NA,NA,1
B28208Q,3,1,2,1,500,7,4,1,0,4,3,3,1,3,5,1,2,3,NA,NA,4,27,21,1,8,2,-0.28,34,2,3,NA,NA,NA,NA,3,0,1,0,2,4,NA,27,21,2,3,-0.4347436028639603,-0.9633256714909757,-0.699034637177468,NA,NA,NA,3,NA,3.3333333333333335,3.5,500,6.2166061010848646,1
B28214N,1,2,3,NA,480,6,2,2,2,2,2,3,4,3,2,4,4,2,NA,NA,4,29,27,1,1,0,-0.36,45,3,3,NA,NA,NA,NA,1,2,2,1,2,3,NA,29,27,0,1,-0.5179376329604614,-0.03554788748797794,-0.2767427602242197,NA,NA,NA,3,NA,2.3333333333333335,3,480,6.175867270105761,NA
B28217R,3,4,2,1,24000,2,2,2,2,2,4,3,3,5,4,3,4,4,2,1,6,24,24,1,5,0,-0.68,41,3,3,NA,NA,NA,NA,3,2,2,1,0,3,NA,24,24,0,1,-0.8507137533464655,-0.3729216271254317,-0.6118176902359486,NA,NA,NA,3,NA,3,4,24000,10.085850775128717,1
B28218S,3,5,2,1,NA,4,2,2,4,2,2,5,4,3,2,1,4,4,2,2,8,26,23,1,5,0,1.55,49,6,2,NA,NA,-2,NA,3,4,2,1,-2,0,NA,26,23,0,1,1.468319835593501,0.3018258521494758,0.8850728438714884,NA,NA,NA,2,-2,3,3,NA,NA,1
B28219T,2,4,8,3,19126,3,4,2,3,4,4,2,3,1,3,2,4,3,2,0,8,30,27,1,4,2,1.16,43,2,4,NA,NA,-2,NA,2,3,2,1,-2,4,NA,30,27,2,3,1.0627489388730584,-0.20423475730670482,0.4292570907831768,NA,NA,NA,4,-2,3.3333333333333335,3.5,19126,9.858856228390534,0
B28222N,2,3,2,1,23000,5,2,1,3,3,4,3,4,5,4,2,2,2,1,1,5,15,15,1,6,0,0.92,54,4,3,NA,NA,-2,NA,2,3,1,0,1,2,NA,15,15,0,1,0.8131668485835553,0.723543026696293,0.7683549376399241,NA,NA,NA,3,-2,3.3333333333333335,3,23000,10.043292972227004,1
B28226S,2,2,2,1,18144,1.1,2,2,2,5,2,2,3,5,2,2,3,2,2,2,5,28,24,1,5,1,NA,34,3,3,NA,NA,NA,NA,2,2,2,1,1,3,NA,28,24,1,2,NA,-0.9633256714909757,NA,NA,NA,NA,3,NA,3,2.5,18144,9.806150319647172,1
B28228U,2,3,2,1,24000,2,4,2,2,5,4,3,2,4,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,-2,NA,2,2,2,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-2,4,3,24000,10.085850775128717,1
B28230N,0,4,3,3,NA,2,2,1,4,4,5,3,3,4,3,2,2,4,1,0,5,25,24,1,5,0,1.39,63,3,2,NA,3,-2,NA,0,4,1,0,1,3,3,25,24,0,1,1.3019317754004989,1.482633940880564,1.3922828581405313,NA,NA,NA,2,-2,4,2.5,NA,NA,0
B28231P,0,4,8,NA,NA,1.2,2,2,4,2,2,3,4,3,3,2,2,2,NA,NA,5,23,20,1,2,1,0.04,47,5,1,0.01,5,7,46,0,4,2,1,1,1,1,23,20,1,2,-0.10196748247795612,0.13313898233074895,0.015585749926396414,-0.04837173227212782,0.7261414516747015,0.3388848597012868,1,7,2.3333333333333335,2.5,NA,NA,NA
B28233R,3,2,2,1,24500,2,4,1,2,4,3,4,4,4,4,2,4,3,1,0,5,23,20,1,2,2,NA,NA,3,3,NA,NA,-2,NA,3,2,1,0,1,3,NA,23,20,2,3,NA,NA,NA,NA,NA,NA,3,-2,3.6666666666666665,4,24500,10.106469212026385,1
B28241R,1,2,8,NA,NA,4,4,1,2,3,2,4,2,3,5,3,3,1,NA,NA,7,29,25,1,8,1,-0.36,32,5,NA,NA,NA,-2,NA,1,2,1,0,-1,1,NA,29,25,1,2,-0.5179376329604614,-1.1320125413097026,-0.824975087135082,NA,NA,NA,NA,-2,3,4,NA,NA,NA
B28247X,1,4,2,1,36500,1.1,2,1,4,3,3,4,3,4,4,2,3,3,1,1,6,22,22,1,5,0,-0.44,45,4,2,-0.62,4,10,40,1,4,1,0,0,2,2,22,22,0,1,-0.6011316630569623,-0.03554788748797794,-0.31833977527247015,-0.6950975917315474,0.20112252767127087,-0.24698753203013826,2,10,3.3333333333333335,3.5,36500,10.505094936455558,1
B28250S,3,1,3,3,300,6,2,2,1,2,3,4,4,4,2,2,2,2,2,0,7,26,21,1,5,1,-1.24,29,3,4,NA,5,-2,28,3,1,2,1,-1,3,1,26,21,1,2,-1.4330719640219727,-1.385042846037793,-1.4090574050298827,NA,-0.8489153203355903,NA,4,-2,3,2,300,5.707110264748875,0
B28251T,3,1,2,1,28000,2,2,1,1,3,1,4,4,4,2,3,3,3,1,1,3,38,22,3,10,4,NA,47,2,3,NA,NA,-2,NA,3,1,1,0,3,4,NA,38,22,4,5,NA,0.13313898233074895,NA,NA,NA,NA,3,-2,2.6666666666666665,2.5,28000,10.239995502805316,1
B28257Z,1,0,8,NA,NA,9,4,2,0,2,4,2,3,4,2,2,2,3,NA,NA,4,35,18,2,9,5,0.92,58,3,4,NA,4,-2,NA,1,0,2,1,2,3,2,35,18,5,6,0.8131668485835553,1.0609167663337467,0.937041807458651,NA,NA,NA,4,-2,2.6666666666666665,2,NA,NA,NA
B28259B,0,2,3,NA,NA,2,2,2,2,3,3,3,3,4,3,2,1,3,NA,NA,6,19,19,1,2,0,NA,53,4,3,NA,NA,-2,NA,0,2,2,1,0,2,NA,19,19,0,1,NA,0.6391995917869295,NA,NA,NA,NA,3,-2,3,2,NA,NA,NA
B28260U,3,4,8,3,NA,4,2,1,3,3,2,3,3,3,1,4,3,1,NA,NA,4,20,18,1,1,1,-1.16,50,2,4,NA,NA,-2,NA,3,3,1,0,2,4,NA,20,18,1,2,-1.3498779339254714,0.38616928705883924,-0.4818543234333161,NA,NA,NA,4,-2,2.6666666666666665,2,NA,NA,0
B28261V,2,3,2,1,32000,1.1,2,2,3,2,2,2,3,4,3,1,2,3,2,1,5,27,27,1,1,0,NA,NA,5,2,0.09,5,6,NA,2,3,2,1,1,1,1,27,27,0,1,NA,NA,NA,0.03375218638938578,NA,NA,2,6,2,2.5,32000,10.373522431293592,1
B28262W,2,2,2,1,NA,8,2,2,2,1,1,5,5,4,4,2,5,4,2,2,7,27,23,1,8,1,NA,NA,NA,NA,-0.23,5,14,NA,2,2,2,1,-1,NA,1,27,23,1,2,NA,NA,NA,-0.29474348825666863,NA,NA,NA,14,2.3333333333333335,4.5,NA,NA,1
B28267B,2,3,2,1,NA,9,2,2,3,3,4,2,3,5,5,1,5,4,2,2,7,34,25,3,10,2,NA,NA,5,1,1.6,NA,7,NA,2,3,2,1,-1,1,NA,34,25,2,3,NA,NA,NA,1.583841151125455,NA,NA,1,7,3,5,NA,NA,1
B28271X,2,4,2,1,2600,5,2,2,4,5,5,2,3,5,3,1,5,4,2,1,5,21,21,1,5,0,0.36,38,5,3,-0.94,6,NA,NA,2,4,2,1,1,1,0,21,21,0,1,0.230808637908048,-0.625951931853522,-0.19757164697273702,-1.0235932663776017,NA,NA,3,NA,4,4,2600,7.8636512654486515,1
B28272Y,1,5,8,3,33000,2,2,1,4,5,5,2,2,5,5,1,1,5,1,1,7,23,23,1,8,0,1.39,64,5,2,NA,NA,-2,NA,1,4,1,0,-1,1,NA,23,23,0,1,1.3019317754004989,1.5669773757899275,1.4344545755952132,NA,NA,NA,2,-2,4,3,33000,10.404293143019792,0
B28273Z,6,0,4,NA,260,7,4,2,0,4,3,3,4,4,4,2,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,15,NA,6,0,2,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,3.3333333333333335,4,260,5.564520407322694,NA
B28274A,1,3,2,1,32000,2,2,1,3,5,5,3,3,5,5,1,4,5,1,0,5,28,20,3,10,2,NA,43,3,3,NA,NA,-2,NA,1,3,1,0,1,3,NA,28,20,2,3,NA,-0.20423475730670482,NA,NA,NA,NA,3,-2,4.333333333333333,4.5,32000,10.373522431293592,1
B28278E,0,3,4,3,24000,2,1,2,3,2,2,4,5,2,2,4,4,2,2,0,7,32,29,1,8,2,NA,NA,5,2,0.25,5,10,NA,0,3,2,1,-1,1,1,32,29,2,3,NA,NA,NA,0.19800002371241296,NA,NA,2,10,2.6666666666666665,3,24000,10.085850775128717,0
B28279F,2,4,3,NA,NA,9,2,1,3,2,4,3,3,4,1,4,2,1,NA,NA,5,18,18,1,3,0,NA,NA,4,6,NA,NA,NA,NA,2,3,1,0,1,2,NA,18,18,0,1,NA,NA,NA,NA,NA,NA,6,NA,3,1.5,NA,NA,NA
B28281Z,1,3,2,1,30000,2,2,2,3,4,4,3,3,1,4,1,4,4,2,1,6,30,24,3,10,2,NA,43,5,2,NA,4,NA,38,1,3,2,1,0,1,2,30,24,2,3,NA,-0.20423475730670482,NA,NA,0.026116219670127342,NA,2,NA,3.6666666666666665,4,30000,10.308985993422082,1
B28282A,1,3,2,1,790,6,2,2,3,3,3,3,3,3,1,2,4,2,2,1,6,31,27,1,5,1,-1.56,31,5,3,-1.5,NA,11,28,1,3,2,1,0,1,NA,31,27,1,2,-1.7658480844079767,-1.216355976219066,-1.4911020303135214,-1.598460697008197,-0.8489153203355903,-1.2236880086718935,3,11,3,2.5,790,6.673297967767654,1
B28284C,0,2,5,2,30000,2,2,2,2,4,2,4,3,3,4,2,4,3,2,0,5,23,23,3,10,0,NA,NA,5,1,NA,5,13,49,0,2,2,1,1,1,1,23,23,0,1,NA,NA,NA,NA,0.9886509136764167,NA,1,13,3.3333333333333335,4,30000,10.308985993422082,0
B28286E,2,2,8,3,NA,9,2,1,2,3,4,3,3,4,3,2,2,3,NA,NA,6,28,27,1,7,0,NA,58,5,5,NA,NA,-2,NA,2,2,1,0,0,1,NA,28,27,0,1,NA,1.0609167663337467,NA,NA,NA,NA,5,-2,3.3333333333333335,2.5,NA,NA,0
B28287F,3,3,4,NA,21000,5,2,1,3,4,3,3,3,4,4,2,3,2,1,1,5,22,22,1,8,0,-0.12,44,3,3,NA,NA,NA,NA,3,3,1,0,1,3,NA,22,22,0,1,-0.26835554267095824,-0.11989132239734138,-0.19412343253414982,NA,NA,NA,3,NA,3.3333333333333335,3.5,21000,9.952325334619427,NA
B28289H,1,2,2,3,27000,1.2,2,2,2,3,3,3,3,5,4,1,4,4,2,0,5,22,21,1,3,0,0.92,50,3,4,NA,NA,NA,NA,1,2,2,1,1,3,NA,22,21,0,1,0.8131668485835553,0.38616928705883924,0.5996680678211972,NA,NA,NA,4,NA,3,4,27000,10.203629181337648,0
B28291B,0,2,2,1,44400,3,2,2,2,3,3,3,4,5,5,1,1,5,2,0,7,25,20,1,5,3,1.63,44,3,0,NA,3,-2,NA,0,2,2,1,-1,3,3,25,20,3,4,1.5515138656900018,-0.11989132239734138,0.7158112716463302,NA,NA,NA,0,-2,3,3,44400,10.70101727068921,1
B28300K,2,5,2,1,12500,2,2,1,4,4,4,3,3,5,4,2,2,3,1,0,6,35,25,1,5,1,NA,NA,NA,NA,NA,5,-2,NA,2,4,1,0,0,NA,1,35,25,1,2,NA,NA,NA,NA,NA,NA,NA,-2,3.6666666666666665,3,12500,9.433563920090563,1
B28301L,2,5,2,1,5605,2,4,1,5,4,3,3,3,3,3,2,2,3,1,2,5,34,30,1,5,2,NA,56,NA,NA,NA,NA,-2,NA,2,4,1,0,1,NA,NA,34,30,2,3,NA,0.8922298965150198,NA,NA,NA,NA,NA,-2,3.3333333333333335,2.5,5605,8.631592731724734,1
B28306R,1,2,2,1,397,5,2,2,2,2,1,4,3,4,4,1,2,4,NA,NA,7,30,26,1,3,1,1.55,65,6,1,NA,NA,NA,NA,1,2,2,1,-1,0,NA,30,26,1,2,1.468319835593501,1.6513208106992907,1.5598203231463958,NA,NA,NA,1,NA,2.3333333333333335,3,397,5.986452005284438,1
B28310M,0,4,8,3,800,1.2,2,1,4,2,2,4,3,5,4,2,3,5,1,0,6,23,NA,1,7,1,0.68,54,3,4,NA,NA,-2,NA,0,4,1,0,0,3,NA,23,NA,1,2,0.5635847582940522,0.723543026696293,0.6435638924951725,NA,NA,NA,4,-2,2.6666666666666665,3.5,800,6.68586094706836,0
B28311N,3,4,8,NA,NA,4,2,1,2,2,2,2,2,2,1,2,4,2,1,2,5,35,29,1,7,3,-1.32,37,2,4,-1.1,NA,10,NA,3,2,1,0,1,4,NA,35,29,3,4,-1.5162659941184737,-0.7102953667628854,-1.1132806804406796,-1.1878411037006291,NA,NA,4,10,2,2.5,NA,NA,NA
B28312P,2,5,8,3,13500,3,2,2,5,4,4,3,3,5,4,2,3,4,2,2,5,24,24,1,2,0,0.44,43,3,2,0.09,3,9,NA,2,4,2,1,1,3,3,24,24,0,1,0.31400266800454907,-0.20423475730670482,0.054883955348922125,0.03375218638938578,NA,NA,2,9,3.6666666666666665,3.5,13500,9.510519035757246,0
B28319W,7,2,8,NA,NA,9,4,2,2,4,3,3,3,5,2,2,4,3,NA,NA,5,44,20,1,6,6,-2.12,27,3,4,-1.5,NA,35,21,7,2,2,1,1,3,NA,44,20,6,7,-2.348206295083484,-1.5537297158565198,-1.9509680054700018,-1.598460697008197,-1.4614373983395925,-1.5299490476738948,4,35,3.3333333333333335,3,NA,NA,NA
B28320P,2,2,2,1,NA,9,2,2,2,3,4,2,3,4,3,2,4,4,2,2,4,27,23,1,5,2,1.39,53,2,4,0.49,NA,8,43,2,2,2,1,2,4,NA,27,23,2,3,1.3019317754004989,0.6391995917869295,0.9705656835937142,0.44437177969695374,0.46363198967298613,0.45400188468496994,4,8,3,3.5,NA,NA,1
B28323S,0,0,2,1,2500,2,2,2,0,4,3,2,3,4,1,3,4,3,2,0,5,31,19,1,7,3,-0.12,38,2,4,NA,NA,-2,NA,0,0,2,1,1,4,NA,31,19,3,4,-0.26835554267095824,-0.625951931853522,-0.44715373726224017,NA,NA,NA,4,-2,3,2.5,2500,7.824445930877619,1
B28324T,2,2,2,1,3200,2,2,1,2,4,4,3,3,5,2,2,2,2,1,0,5,30,25,1,3,3,0.84,46,3,4,NA,NA,-2,NA,2,2,1,0,1,3,NA,30,25,3,4,0.7299728184870542,0.0487955474213855,0.38938418295421984,NA,NA,NA,4,-2,3.6666666666666665,2,3200,8.071218539969863,1
B28325U,0,3,8,3,NA,3,2,2,3,3,3,3,3,3,5,2,3,3,NA,NA,5,19,19,1,1,0,0.52,49,2,2,NA,3,-2,NA,0,3,2,1,1,4,3,19,19,0,1,0.39719669810105007,0.3018258521494758,0.3495112751252629,NA,NA,NA,2,-2,3,4,NA,NA,0
B28328X,0,4,2,NA,3398,2,2,2,4,4,3,3,3,4,2,3,4,3,2,0,7,24,24,3,10,0,1,57,5,3,NA,NA,NA,NA,0,4,2,1,-1,1,NA,24,24,0,1,0.8963608786800562,0.9765733314243833,0.9364671050522198,NA,NA,NA,3,NA,3.3333333333333335,3,3398,8.131236549696116,NA
B28329Y,2,4,2,1,53,1.2,2,2,4,3,3,3,3,4,4,1,3,3,2,2,4,32,32,2,9,0,0.76,48,3,3,0.17,2,13,40,2,4,2,1,2,3,4,32,32,0,1,0.6467787883905531,0.21748241724011236,0.4321306028153328,0.11587610505089939,0.20112252767127087,0.15849931636108514,3,13,3,3.5,53,3.9889840465642745,1
B28330R,0,5,8,NA,NA,4,2,2,2,3,2,3,4,5,4,2,2,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,3,NA,NA,NA
B28334V,0,4,2,1,30000,2,2,1,4,3,3,3,3,4,2,2,2,3,1,0,5,31,23,2,9,3,NA,62,5,3,NA,NA,NA,NA,0,4,1,0,1,1,NA,31,23,3,4,NA,1.3982905059712005,NA,NA,NA,NA,3,NA,3,2,30000,10.308985993422082,1
B28335W,0,4,8,NA,NA,9,4,2,4,2,3,3,4,4,5,2,4,5,NA,NA,4,30,20,1,7,6,0.2,45,2,4,-1.18,NA,15,NA,0,4,2,1,2,4,NA,30,20,6,7,0.06442057771504596,-0.03554788748797794,0.014436345113534008,-1.2699650223621426,NA,NA,4,15,2.6666666666666665,4.5,NA,NA,NA
B28336X,1,4,2,1,40956,2,2,1,4,3,3,3,3,4,4,2,2,4,1,1,3,24,22,1,1,1,1.31,56,3,6,NA,1,-2,NA,1,4,1,0,3,3,5,24,22,1,2,1.218737745303998,0.8922298965150198,1.055483820909509,NA,NA,NA,6,-2,3,3,40956,10.62027801484355,1
B28338Z,0,2,8,3,460,3,2,2,2,4,4,3,4,1,2,2,3,4,2,0,5,39,22,1,1,2,NA,NA,5,1,NA,2,-2,NA,0,2,2,1,1,1,4,39,22,2,3,NA,NA,NA,NA,NA,NA,1,-2,3.6666666666666665,2.5,460,6.133398042996649,0
B28341U,3,1,2,1,500,5,4,1,0,2,4,3,3,5,4,4,3,1,NA,NA,5,20,20,1,7,0,0.04,52,3,3,NA,NA,-2,NA,3,0,1,0,1,3,NA,20,20,0,1,-0.10196748247795612,0.5548561568775662,0.22644433719980503,NA,NA,NA,3,-2,3,3.5,500,6.2166061010848646,1
B28346Z,2,2,2,1,2000,3,1,2,2,4,3,3,3,4,4,2,2,3,2,2,5,23,23,1,5,0,-0.04,39,3,4,-0.07,2,8,NA,2,2,2,1,1,3,4,23,23,0,1,-0.18516151257445718,-0.5416084969441586,-0.3633850047593079,-0.13049565093364143,NA,NA,4,8,3.3333333333333335,3,2000,7.601402334583733,1
B28347A,2,4,2,1,1344,7,4,1,4,2,3,3,2,4,4,1,4,4,1,2,5,22,22,1,7,0,0.36,46,3,3,NA,3,-2,NA,2,4,1,0,1,3,3,22,22,0,1,0.230808637908048,0.0487955474213855,0.13980209266471674,NA,NA,NA,3,-2,2.6666666666666665,4,1344,7.20414929203594,1
B28349C,0,3,8,3,1650,5,4,1,3,4,3,3,3,3,3,2,3,4,NA,NA,5,23,23,1,5,0,NA,NA,4,2,0.72,NA,5,45,0,3,1,0,1,2,NA,23,23,0,1,NA,NA,NA,0.6804780458488053,0.6386382976741297,0.6595581717614676,2,5,3.3333333333333335,3,1650,7.409136443920128,0
B28357C,3,3,2,1,NA,2,2,2,3,3,3,2,3,4,2,3,4,2,2,3,5,29,26,1,5,1,1.31,51,3,4,NA,3,-2,NA,3,3,2,1,1,3,3,29,26,1,2,1.218737745303998,0.4705127219682027,0.8446252336361004,NA,NA,NA,4,-2,2.6666666666666665,3,NA,NA,1
B28359E,4,4,2,1,NA,2,2,1,4,3,2,3,3,1,2,1,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,NA,9,22,4,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1057171850391154,-1.3739342443390208,-1.239825714689068,NA,9,2.6666666666666665,3,NA,NA,1
B28361Y,3,2,3,3,NA,4,4,1,2,3,4,3,4,4,4,2,4,4,1,1,7,19,19,1,8,0,0.12,50,NA,NA,NA,NA,NA,NA,3,2,1,0,-1,NA,NA,19,19,0,1,-0.018773452381455096,0.38616928705883924,0.18369791733869206,NA,NA,NA,NA,NA,3.3333333333333335,4,NA,NA,0
B28367E,1,4,2,1,70000,2,2,1,4,3,3,3,3,3,2,2,4,3,1,3,7,22,19,3,10,1,1.08,64,4,3,0.72,4,4,NA,1,4,1,0,-1,2,2,22,19,1,2,0.9795549087765574,1.5669773757899275,1.2732661422832425,0.6804780458488053,NA,NA,3,4,3,3,70000,11.156264806643742,1
B28370Z,2,1,2,1,NA,9,2,2,1,5,4,3,5,5,5,3,5,5,2,2,5,27,23,1,8,2,NA,28,1,8,NA,3,-2,NA,2,1,2,1,1,5,3,27,23,2,3,NA,-1.4693862809471563,NA,NA,NA,NA,8,-2,4,5,NA,NA,1
B28372B,2,4,8,3,900,2,2,2,2,3,3,4,4,5,4,1,5,5,2,1,5,35,28,1,6,2,0.2,26,NA,NA,-0.7,NA,8,32,2,2,2,1,1,NA,NA,35,28,2,3,0.06442057771504596,-1.6380731507658832,-0.7868262865254186,-0.777221510393061,-0.49890270433330325,-0.6380621073631821,NA,8,3.3333333333333335,4.5,900,6.803505257608338,0
B28376F,3,2,2,1,500,5,2,1,2,1,2,3,3,4,5,2,2,3,1,3,7,26,24,1,5,0,NA,42,5,1,NA,5,-2,NA,3,2,1,0,-1,1,1,26,24,0,1,NA,-0.28857819221606823,NA,NA,NA,NA,1,-2,2,3.5,500,6.2166061010848646,1
B28378H,4,2,2,1,500,7,2,1,1,4,3,2,3,3,4,2,4,3,1,3,7,18,18,1,5,0,0.28,57,3,0,NA,NA,-2,NA,4,1,1,0,-1,3,NA,18,18,0,1,0.147614607811547,0.9765733314243833,0.5620939696179652,NA,NA,NA,0,-2,3,4,500,6.2166061010848646,1
B28379J,1,1,3,3,50000,2,4,1,1,5,4,3,3,5,5,1,4,4,1,0,6,21,21,1,8,0,NA,NA,5,1,NA,NA,NA,NA,1,1,1,0,0,1,NA,21,21,0,1,NA,NA,NA,NA,NA,NA,1,NA,4,4.5,50000,10.819798284210286,0
B28381C,2,4,8,3,48000,2,2,1,4,4,2,3,4,2,3,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,5,NA,NA,2,4,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2.5,48000,10.778977123006351,0
B28385G,0,3,8,NA,38000,1.2,2,1,3,3,3,3,4,3,3,2,2,3,1,2,5,37,33,1,5,1,0.76,52,3,2,0.96,3,7,NA,0,3,1,0,1,3,3,37,33,1,2,0.6467787883905531,0.5548561568775662,0.6008174726340596,0.9268498018333461,NA,NA,2,7,3,2.5,38000,10.545367754151743,NA
B28386H,0,2,8,NA,NA,8,7,1,2,1,1,2,4,2,5,1,3,2,NA,NA,6,33,27,1,8,2,-1.08,41,NA,NA,1.2,2,5,NA,0,2,1,0,0,NA,4,33,27,2,3,-1.2666839038289706,-0.3729216271254317,-0.8198027654772011,1.1732215578178868,NA,NA,NA,5,1.3333333333333333,4,NA,NA,NA
B28388K,2,4,2,1,23000,2,2,1,4,3,3,3,3,3,4,2,3,3,1,1,6,19,19,3,10,0,NA,54,4,4,NA,3,4,NA,2,4,1,0,0,2,3,19,19,0,1,NA,0.723543026696293,NA,NA,NA,NA,4,4,3,3.5,23000,10.043292972227004,1
B28389L,1,4,3,NA,NA,4,2,2,3,3,4,3,3,4,4,3,4,3,2,0,5,28,28,3,10,0,1,48,3,2,0.01,3,4,NA,1,3,2,1,1,3,3,28,28,0,1,0.8963608786800562,0.21748241724011236,0.5569216479600843,-0.04837173227212782,NA,NA,2,4,3.3333333333333335,4,NA,NA,NA
B28391E,2,3,2,1,NA,4,2,1,3,3,3,3,4,4,4,3,3,3,1,2,5,30,30,1,4,0,NA,NA,5,4,NA,3,-2,NA,2,3,1,0,1,1,3,30,30,0,1,NA,NA,NA,NA,NA,NA,4,-2,3,3.5,NA,NA,1
B28395J,1,1,2,3,739,7,4,1,1,3,3,3,3,3,4,3,3,3,1,0,5,23,19,1,5,3,-1.8,33,3,3,NA,NA,NA,NA,1,1,1,0,1,3,NA,23,19,3,4,-2.01543017469748,-1.0476691064003392,-1.5315496405489095,NA,NA,NA,3,NA,3,3.5,739,6.606650186198215,0
B28398M,1,4,2,1,37000,2,1,1,4,4,3,3,2,4,2,4,1,4,1,0,5,24,24,1,8,0,0.92,55,3,3,0.72,3,15,30,1,4,1,0,1,3,3,24,24,0,1,0.8131668485835553,0.8078864616056565,0.8105266550946059,0.6804780458488053,-0.6739090123344468,0.003284516757179279,3,15,3.3333333333333335,1.5,37000,10.518700218288165,1
B28401P,3,2,2,1,NA,9,2,2,2,4,2,3,4,4,4,2,4,4,NA,NA,7,24,22,1,5,1,0.2,46,5,2,0.17,5,8,NA,3,2,2,1,-1,1,1,24,22,1,2,0.06442057771504596,0.0487955474213855,0.056608062568215725,0.11587610505089939,NA,NA,2,8,3,4,NA,NA,1
