bcsid,bd9totce,bd9hnvq,bd9ms,bd9partp,b9groa,b9cns8,b9ten,b9cmsex,hinvq00,wm1,wm2,wm3,wm4,wm5,c1,c2,c3,c4,b11sex,bd11nochh,bd1psoc,bd1mage,bd1agefb,bd1cntry,bd1regn,a0166,bd3read,bd3maths,bd3psoc,bd3inc,bd4read,bd4psoc,bd4mal,mathscore,y,d,sex_raw,female,soc_birth,soc_10,soc_16,mage,mage_fb,parity,birth_order,read_10_z,math_10_z,cog_10,vocab_16_z,math_16_z,cog_16,inc_10,malaise_16,m_trad_gender,m_profamily,m_earnings,m_log_earn,m_partner
B15099L,3,4,2,1,NA,4,1,1,4,3,4,2,4,3,3,2,4,3,1,4,7,27,21,2,9,2,-0.68,52,5,NA,NA,5,-2,NA,3,4,1,0,-1,1,1,27,21,2,3,-0.8507137533464655,0.5548561568775662,-0.14792879823444965,NA,NA,NA,NA,-2,3,3.5,NA,NA,1
B15102N,2,4,2,1,3747,2,2,1,0,4,4,3,4,4,3,2,4,3,1,0,6,19,19,1,1,0,0.76,51,3,3,NA,3,-2,NA,2,0,1,0,0,3,3,19,19,0,1,0.6467787883905531,0.4705127219682027,0.558645755179378,NA,NA,NA,3,-2,3.6666666666666665,3.5,3747,8.228977643358313,1
B15104Q,0,2,2,1,NA,4,1,1,2,3,4,3,4,4,4,2,2,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,-2,NA,0,2,1,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-2,3.3333333333333335,3,NA,NA,1
B15105R,2,4,2,1,36800,2,2,1,4,3,3,3,3,4,4,2,3,4,1,1,5,20,19,2,9,0,-0.12,42,5,3,NA,NA,-2,NA,2,4,1,0,1,1,NA,20,19,0,1,-0.26835554267095824,-0.28857819221606823,-0.27846686744351323,NA,NA,NA,3,-2,3,3.5,36800,10.513280297700861,1
B15110N,2,2,8,3,NA,9,4,1,2,5,5,1,4,5,1,1,1,5,1,4,5,23,17,1,8,3,0.04,36,3,4,NA,NA,-2,NA,2,2,1,0,1,3,NA,23,17,3,4,-0.10196748247795612,-0.7946388016722489,-0.44830314207510247,NA,NA,NA,4,-2,3.6666666666666665,1,NA,NA,0
B15111P,0,4,2,1,5235,1.2,2,2,4,2,2,5,4,2,4,2,2,3,2,0,7,26,24,1,5,1,1.47,62,5,NA,1.04,5,16,44,0,4,2,1,-1,1,1,26,24,1,2,1.385125805497,1.3982905059712005,1.3917081557341002,1.00897372049486,0.5511351436735579,0.7800544320842089,NA,16,3,3,5235,8.56331312702979,1
B15112Q,2,5,2,1,NA,4,2,2,2,5,4,3,3,4,2,2,3,2,NA,NA,5,23,18,1,8,2,0.84,46,3,3,NA,NA,NA,NA,2,2,2,1,1,3,NA,23,18,2,3,0.7299728184870542,0.0487955474213855,0.38938418295421984,NA,NA,NA,3,NA,4,2.5,NA,NA,1
B15113R,2,4,2,1,35800,2,4,2,4,4,4,2,3,4,4,2,2,2,NA,NA,7,26,26,1,5,0,NA,53,5,3,NA,5,3,NA,2,4,2,1,-1,1,1,26,26,0,1,NA,0.6391995917869295,NA,NA,NA,NA,3,3,3.3333333333333335,3,35800,10.485731104959568,1
B15115T,4,1,2,1,NA,4,2,1,1,3,2,3,3,3,4,2,4,2,1,4,5,21,18,1,5,2,-1.64,21,2,3,NA,NA,-2,NA,4,1,1,0,1,4,NA,21,18,2,3,-1.8490421145044778,-2.0597903253127003,-1.954416219908589,NA,NA,NA,3,-2,2.6666666666666665,4,NA,NA,1
B15117V,5,4,2,1,NA,4,2,1,4,4,3,3,3,5,4,2,4,3,NA,NA,3,17,17,1,5,0,NA,NA,4,4,NA,NA,NA,NA,5,4,1,0,3,2,NA,17,17,0,1,NA,NA,NA,NA,NA,NA,4,NA,3.3333333333333335,4,NA,NA,1
B15120Q,0,3,8,3,30000,3,4,2,3,3,3,3,3,5,3,3,3,3,2,0,6,24,22,1,5,1,-0.84,41,4,2,0.57,5,6,NA,0,3,2,1,0,2,1,24,22,1,2,-1.0171018135394676,-0.3729216271254317,-0.6950117203324496,0.5264956983584673,NA,NA,2,6,3,3,30000,10.308985993422082,0
B15121R,0,4,3,NA,NA,4,2,1,4,3,3,2,3,4,4,2,2,3,1,0,8,38,32,1,5,1,NA,NA,6,NA,NA,NA,-2,NA,0,4,1,0,-2,0,NA,38,32,1,2,NA,NA,NA,NA,NA,NA,NA,-2,2.6666666666666665,3,NA,NA,NA
B15123T,2,4,2,1,3200,1.1,2,1,3,3,3,3,3,4,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0.01,3,NA,45,2,3,1,0,NA,4,3,NA,NA,NA,NA,NA,NA,NA,-0.04837173227212782,0.6386382976741297,0.2951332827010009,4,NA,3,2,3200,8.071218539969863,1
B15124U,1,5,2,1,45000,2,5,1,5,4,2,2,3,3,3,4,1,2,1,1,5,34,31,1,5,1,1.31,56,4,3,1.2,4,NA,NA,1,4,1,0,1,2,2,34,31,1,2,1.218737745303998,0.8922298965150198,1.055483820909509,1.1732215578178868,NA,NA,3,NA,2.6666666666666665,2,45000,10.714439990727769,1
B15126W,2,4,2,1,NA,9,2,2,1,3,3,3,4,4,4,3,2,2,2,2,4,27,25,2,9,1,NA,46,3,4,NA,NA,NA,NA,2,1,2,1,2,3,NA,27,25,1,2,NA,0.0487955474213855,NA,NA,NA,NA,4,NA,3,3,NA,NA,1
B15127X,0,2,8,3,1500,3,2,2,2,2,3,4,4,1,5,1,4,4,2,0,5,25,23,1,5,1,0.68,41,2,3,0.41,2,8,41,0,2,2,1,1,4,4,25,23,1,2,0.5635847582940522,-0.3729216271254317,0.09533156558431025,0.36224786103544016,0.2886256816718426,0.32543677135364135,3,8,3,4.5,1500,7.313886831633462,0
B15128Y,2,5,2,1,4662,1.2,4,1,5,3,3,4,4,4,4,1,4,4,1,2,8,23,23,1,5,0,NA,59,6,0,NA,6,5,53,2,4,1,0,-2,0,0,23,23,0,1,NA,1.1452602012431101,NA,NA,1.3386635296787037,NA,0,5,3.3333333333333335,4,4662,8.44741429680832,1
B15129Z,2,4,2,1,650,6,2,1,4,4,3,2,2,3,4,2,4,4,NA,NA,4,18,18,2,9,0,NA,NA,4,3,0.96,NA,5,NA,2,4,1,0,2,2,NA,18,18,0,1,NA,NA,NA,0.9268498018333461,NA,NA,3,5,3,4,650,6.478509642208569,1
B15130S,0,2,2,1,1494,3,2,2,2,4,4,3,4,4,5,2,4,4,2,0,7,39,25,1,1,1,1.24,51,3,4,NA,NA,-2,NA,0,2,2,1,-1,3,NA,39,25,1,2,1.1459429689695595,0.4705127219682027,0.8082278454688812,NA,NA,NA,4,-2,3.6666666666666665,4.5,1494,7.3098814858247865,1
B15132U,3,4,2,1,10000,6,2,2,4,4,3,3,3,4,4,2,1,2,2,3,5,38,28,3,10,4,1.31,47,3,4,-0.31,3,13,40,3,4,2,1,1,3,3,38,28,4,5,1.218737745303998,0.13313898233074895,0.6759383638173735,-0.3768674069181822,0.20112252767127087,-0.08787243962345567,4,13,3.3333333333333335,2.5,10000,9.210440366976517,1
B15133V,1,3,3,3,NA,9,2,2,3,4,4,2,2,5,4,2,2,4,NA,NA,7,40,20,1,5,3,NA,51,3,3,NA,NA,-2,NA,1,3,2,1,-1,3,NA,40,20,3,4,NA,0.4705127219682027,NA,NA,NA,NA,3,-2,3.3333333333333335,3,NA,NA,0
B15137Z,1,3,2,1,35000,5,2,1,3,3,4,3,3,3,5,2,2,3,1,0,5,21,19,1,7,1,-1.48,32,5,3,NA,3,-2,NA,1,3,1,0,1,1,3,21,19,1,2,-1.6826540543114756,-1.1320125413097026,-1.407333297810589,NA,NA,NA,3,-2,3.3333333333333335,3.5,35000,10.463131911491967,1
B15138A,3,0,2,1,NA,4,1,1,0,3,5,3,3,4,3,2,3,2,1,3,7,32,30,2,9,1,0.92,60,5,6,-1.34,5,10,33,3,0,1,0,-1,1,1,32,30,1,2,0.8131668485835553,1.2296036361524736,1.0213852423680145,-1.43421285968517,-0.41139955033273146,-0.9228062050089507,6,10,3.6666666666666665,3,NA,NA,1
B15139B,1,4,2,1,446,5,2,1,4,4,3,3,3,4,5,2,3,3,1,1,5,28,25,1,3,1,1.39,49,1,5,NA,1,NA,NA,1,4,1,0,1,5,5,28,25,1,2,1.3019317754004989,0.3018258521494758,0.8018788137749874,NA,NA,NA,5,NA,3.3333333333333335,4,446,6.102558594613569,1
B15140U,2,3,3,3,21000,3,2,2,3,3,5,3,3,4,4,2,4,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,4,21000,9.952325334619427,0
B15141V,4,0,2,1,NA,9,2,2,0,4,4,3,3,4,2,3,3,3,2,3,3,27,27,3,10,0,-0.28,44,3,4,-0.23,0,7,NA,4,0,2,1,3,3,6,27,27,0,1,-0.4347436028639603,-0.11989132239734138,-0.2773174626306508,-0.29474348825666863,NA,NA,4,7,3.6666666666666665,2.5,NA,NA,1
B15142W,2,3,2,1,546,6,4,2,1,4,3,3,3,5,2,4,3,2,2,2,4,28,22,1,5,1,-0.36,28,3,1,NA,NA,NA,NA,2,1,2,1,2,3,NA,28,22,1,2,-0.5179376329604614,-1.4693862809471563,-0.9936619569538088,NA,NA,NA,1,NA,3.3333333333333335,2.5,546,6.304448802421981,1
B15146A,3,4,2,1,3150,5,2,1,0,4,4,3,4,5,5,3,4,5,1,0,5,22,17,1,7,1,-1.24,24,3,8,-1.1,3,9,NA,3,0,1,0,1,3,3,22,17,1,2,-1.4330719640219727,-1.8067600205846102,-1.6199159923032913,-1.1878411037006291,NA,NA,8,9,3.6666666666666665,4.5,3150,8.055475141757274,1
B15147B,1,0,3,NA,762,3,2,2,0,2,4,3,3,4,4,2,3,4,2,1,5,30,21,1,6,2,NA,NA,2,4,NA,NA,-2,NA,1,0,2,1,1,4,NA,30,21,2,3,NA,NA,NA,NA,NA,NA,4,-2,3,3.5,762,6.637258031284457,NA
B15148C,0,4,5,2,45000,2,2,2,4,4,4,2,2,5,4,1,2,4,2,0,6,26,26,1,7,0,-1.08,41,4,2,0.41,5,9,NA,0,4,2,1,0,2,1,26,26,0,1,-1.2666839038289706,-0.3729216271254317,-0.8198027654772011,0.36224786103544016,NA,NA,2,9,3.3333333333333335,3,45000,10.714439990727769,0
B15155B,3,5,2,1,4000,1.2,2,1,5,4,4,3,3,4,5,2,2,3,1,3,3,29,29,1,6,0,NA,58,3,8,NA,NA,5,53,3,4,1,0,3,3,NA,29,29,0,1,NA,1.0609167663337467,NA,NA,1.3386635296787037,NA,8,5,3.6666666666666665,3.5,4000,8.294299608857235,1
B15156C,2,4,2,1,1100,6,4,2,4,2,4,2,4,4,3,2,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-2,NA,2,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,2.6666666666666665,3.5,1100,7.00397413672268,1
B15159F,0,2,2,1,6667,1.1,2,1,2,3,3,3,4,3,4,2,3,4,NA,NA,6,25,25,1,5,0,NA,42,6,NA,NA,NA,3,33,0,2,1,0,0,0,NA,25,25,0,1,NA,-0.28857819221606823,NA,NA,-0.41139955033273146,NA,NA,3,3,3.5,6667,8.805075243870684,1
B15161Z,3,4,2,1,337,3,2,1,1,4,4,3,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,-1.02,NA,11,23,3,1,1,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,-1.1057171850391154,-1.286431090338449,-1.1960741376887822,4,11,3.6666666666666665,4,337,5.823045895483019,1
B15164C,5,4,2,1,2965,2,2,1,2,4,3,3,4,3,3,3,3,3,1,3,5,22,20,1,7,1,0.04,35,3,3,NA,NA,-2,NA,5,2,1,0,1,3,NA,22,20,1,2,-0.10196748247795612,-0.8789822365816123,-0.4904748595297842,NA,NA,NA,3,-2,3.3333333333333335,3,2965,7.994969522697877,1
B15169H,1,4,3,NA,65000,1.2,5,1,4,2,2,3,4,4,4,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,6,2,NA,1,4,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2.3333333333333335,3,65000,11.082157933374816,NA
B15170A,1,1,8,NA,NA,8,4,1,1,2,2,3,3,1,3,2,1,3,NA,NA,5,31,22,1,1,1,NA,43,3,4,NA,NA,-2,NA,1,1,1,0,1,3,NA,31,22,1,2,NA,-0.20423475730670482,NA,NA,NA,NA,4,-2,2.3333333333333335,2,NA,NA,NA
B15171B,0,5,8,NA,NA,4,2,2,5,3,3,2,4,5,4,1,2,2,2,0,5,26,23,1,5,1,NA,51,NA,NA,NA,4,7,NA,0,4,2,1,1,NA,2,26,23,1,2,NA,0.4705127219682027,NA,NA,NA,NA,NA,7,2.6666666666666665,3,NA,NA,NA
B15173D,2,4,2,1,NA,9,1,2,0,2,2,4,4,4,2,3,2,2,2,2,1,22,19,1,5,2,NA,31,2,3,NA,NA,NA,NA,2,0,2,1,5,4,NA,22,19,2,3,NA,-1.216355976219066,NA,NA,NA,NA,3,NA,2.6666666666666665,2,NA,NA,1
B15175F,2,1,3,NA,342,6,7,1,1,3,3,3,5,5,4,2,4,5,NA,NA,5,28,19,1,5,2,-1.96,28,3,2,NA,NA,NA,NA,2,1,1,0,1,3,NA,28,19,2,3,-2.181818234890482,-1.4693862809471563,-1.8256022579188191,NA,NA,NA,2,NA,3,4,342,5.8377304471659395,NA
B15176G,2,2,3,NA,NA,9,2,2,0,4,4,3,3,4,4,2,4,4,2,2,5,22,19,1,5,1,NA,42,2,4,NA,NA,NA,NA,2,0,2,1,1,4,NA,22,19,1,2,NA,-0.28857819221606823,NA,NA,NA,NA,4,NA,3.6666666666666665,4,NA,NA,NA
B15177H,2,0,3,3,13000,6,4,1,0,3,3,3,3,3,3,3,3,2,NA,NA,5,28,22,1,4,2,-1.08,24,3,3,NA,NA,-2,NA,2,0,1,0,1,3,NA,28,22,2,3,-1.2666839038289706,-1.8067600205846102,-1.5367219622067902,NA,NA,NA,3,-2,3,3,13000,9.472781556562168,0
B15178J,3,2,8,3,180,6,2,2,2,4,2,3,3,4,1,3,1,2,NA,NA,4,23,20,1,8,0,-1.64,16,3,8,NA,3,-2,25,3,2,2,1,2,3,3,23,20,0,1,-1.8490421145044778,-2.4815074998595175,-2.165274807181998,NA,-1.1114247823373056,NA,8,-2,3,1,180,5.198497031265826,0
B15182E,3,1,8,NA,9980,6,4,2,1,4,4,4,2,2,2,2,5,2,NA,NA,4,29,22,1,8,3,0.12,54,4,4,-0.94,NA,14,42,3,1,2,1,2,2,NA,29,22,3,4,-0.018773452381455096,0.723543026696293,0.35238478715741894,-1.0235932663776017,0.3761288356724144,-0.32373221535259367,4,14,4,3.5,9980,9.208438564686587,NA
B15184G,2,2,2,1,882,6,2,2,2,3,3,2,3,4,2,3,4,2,NA,NA,4,23,NA,1,8,0,1.24,36,2,4,-0.31,3,5,45,2,2,2,1,2,4,3,23,NA,0,1,1.1459429689695595,-0.7946388016722489,0.1756520836486553,-0.3768674069181822,0.6386382976741297,0.13088544537797375,4,5,2.6666666666666665,3,882,6.78332520060396,1
B15185H,0,4,8,NA,NA,8,1,2,4,2,2,4,3,3,4,2,3,3,2,0,5,33,27,1,1,1,0.44,40,3,4,0.57,3,8,NA,0,4,2,1,1,3,3,33,27,1,2,0.31400266800454907,-0.4572650620347951,-0.07163119701512302,0.5264956983584673,NA,NA,4,8,2.6666666666666665,3.5,NA,NA,NA
B15187K,1,4,2,NA,NA,4,2,1,2,4,4,3,2,2,4,1,4,2,1,1,8,32,24,1,5,2,NA,NA,6,0,NA,6,-2,NA,1,2,1,0,-2,0,0,32,24,2,3,NA,NA,NA,NA,NA,NA,0,-2,3.6666666666666665,4,NA,NA,NA
B15188L,2,1,2,1,NA,9,2,2,1,4,4,3,3,4,5,1,3,5,2,2,5,17,17,1,5,0,1,35,NA,4,0.88,1,10,30,2,1,2,1,1,NA,5,17,17,0,1,0.8963608786800562,-0.8789822365816123,0.008689321049221932,0.8447258831718326,-0.6739090123344468,0.08540843541869292,4,10,3.6666666666666665,4,NA,NA,1
B15190E,2,4,2,1,NA,2,1,2,4,2,2,3,4,5,4,2,3,2,2,2,8,28,22,2,9,3,0.36,53,6,1,-0.39,6,7,46,2,4,2,1,-2,0,0,28,22,3,4,0.230808637908048,0.6391995917869295,0.4350041148474888,-0.45899132557969585,0.7261414516747015,0.1335750630475028,1,7,2.3333333333333335,3.5,NA,NA,1
B15192G,4,1,3,3,NA,9,2,1,1,4,3,3,3,2,4,3,3,2,1,1,3,22,17,1,4,2,NA,27,2,3,NA,NA,-2,NA,4,1,1,0,3,4,NA,22,17,2,3,NA,-1.5537297158565198,NA,NA,NA,NA,3,-2,3.3333333333333335,3.5,NA,NA,0
B15194J,0,5,2,1,NA,2,2,1,4,3,3,3,4,5,3,1,2,4,NA,NA,5,27,24,3,10,1,0.6,40,2,3,0.25,3,19,27,0,4,1,0,1,4,3,27,24,1,2,0.4803907281975511,-0.4572650620347951,0.011562833081377982,0.19800002371241296,-0.936418474336162,-0.3692092253118745,3,19,3,2.5,NA,NA,1
B15198N,0,1,8,NA,25000,2,2,2,1,5,4,3,3,5,5,2,4,4,2,0,4,36,27,1,2,4,NA,32,3,4,0.01,3,3,NA,0,1,2,1,2,3,3,36,27,4,5,NA,-1.1320125413097026,NA,-0.04837173227212782,NA,NA,4,3,4,4.5,25000,10.12667110305036,NA
B15199P,2,4,2,1,49000,1.2,2,1,4,4,3,2,3,4,4,2,2,3,1,2,8,34,30,3,10,2,1.31,59,5,0,NA,5,-2,NA,2,4,1,0,-2,1,1,34,30,2,3,1.218737745303998,1.1452602012431101,1.181998973273554,NA,NA,NA,0,-2,3,3,49000,10.799595985047786,1
B15201Q,0,2,8,NA,NA,9,2,2,2,4,4,3,4,2,3,2,5,4,2,0,5,26,26,1,5,0,NA,NA,5,4,0.41,NA,9,41,0,2,2,1,1,1,NA,26,26,0,1,NA,NA,NA,0.36224786103544016,0.2886256816718426,0.32543677135364135,4,9,3.6666666666666665,4,NA,NA,NA
B15203S,3,4,3,NA,NA,9,2,1,4,2,4,3,3,4,4,2,2,2,1,1,5,22,22,1,8,0,0.44,55,3,0,NA,3,NA,NA,3,4,1,0,1,3,3,22,22,0,1,0.31400266800454907,0.8078864616056565,0.5609445648051028,NA,NA,NA,0,NA,3,3,NA,NA,NA
B15206V,4,1,2,1,NA,4,2,1,1,3,3,3,3,4,4,2,3,3,1,2,5,18,16,1,5,1,NA,39,5,3,NA,3,-2,NA,4,1,1,0,1,1,3,18,16,1,2,NA,-0.5416084969441586,NA,NA,NA,NA,3,-2,3,3.5,NA,NA,1
B15207W,3,5,2,1,2250,2,2,2,0,2,2,4,4,3,4,2,4,3,2,2,6,23,20,1,5,1,-0.28,42,3,3,NA,NA,NA,NA,3,0,2,1,0,3,NA,23,20,1,2,-0.4347436028639603,-0.28857819221606823,-0.3616608975400143,NA,NA,NA,3,NA,2.6666666666666665,4,2250,7.719129840906732,1
B15208X,0,4,2,1,NA,4,1,2,4,2,2,4,4,4,3,2,3,3,2,0,5,39,39,1,5,0,0.68,43,3,4,0.09,3,3,39,0,4,2,1,1,3,3,39,39,0,1,0.5635847582940522,-0.20423475730670482,0.1796750004936737,0.03375218638938578,0.1136193736706991,0.07368578003004245,4,3,2.6666666666666665,3,NA,NA,1
B15215W,2,4,2,1,26000,2,2,2,4,4,3,1,4,5,4,1,2,5,2,2,7,27,22,1,5,2,NA,39,5,3,NA,4,-2,NA,2,4,2,1,-1,1,2,27,22,2,3,NA,-0.5416084969441586,NA,NA,NA,NA,3,-2,2.6666666666666665,3,26000,10.165890277802454,1
B15220T,2,4,2,1,NA,9,4,2,4,5,4,2,4,5,5,2,3,5,2,0,5,28,23,1,7,1,1.39,54,5,3,0.8,4,11,NA,2,4,2,1,1,1,2,28,23,1,2,1.3019317754004989,0.723543026696293,1.0127374010483958,0.762601964510319,NA,NA,3,11,3.6666666666666665,4,NA,NA,1
B15221U,4,4,2,1,20000,2,2,2,4,5,4,3,3,5,2,2,4,4,2,2,5,30,21,1,8,1,-0.28,49,4,0,-0.07,6,7,43,4,4,2,1,1,2,0,30,21,1,2,-0.4347436028639603,0.3018258521494758,-0.06645887535724224,-0.13049565093364143,0.46363198967298613,0.16656816936967234,0,7,4,3,20000,9.90353755128617,1
B15222V,3,2,2,1,4500,6,2,2,0,2,2,4,4,3,4,2,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,3,0,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.6666666666666665,4,4500,8.412054873292933,1
B15226Z,1,5,8,3,240000,2,2,1,5,3,2,3,4,5,4,1,3,4,1,1,8,27,27,1,5,0,NA,47,6,1,NA,6,-2,NA,1,4,1,0,-2,0,0,27,27,0,1,NA,0.13313898233074895,NA,NA,NA,NA,1,-2,2.6666666666666665,3.5,240000,12.388398368982115,0
B15227A,3,4,2,1,NA,1.2,4,1,3,2,4,3,4,5,3,1,3,4,1,1,3,17,17,1,6,0,NA,NA,NA,NA,NA,4,-2,NA,3,3,1,0,3,NA,2,17,17,0,1,NA,NA,NA,NA,NA,NA,NA,-2,3,3,NA,NA,1
B15229C,1,3,8,3,239,6,1,2,2,4,4,2,2,4,4,1,2,4,2,1,5,37,25,1,7,2,-2.12,32,3,NA,NA,3,-2,NA,1,2,2,1,1,3,3,37,25,2,3,-2.348206295083484,-1.1320125413097026,-1.7401094181965933,NA,NA,NA,NA,-2,3.3333333333333335,3,239,5.480638923341991,0
B15230V,3,1,8,NA,26340,7,4,1,0,2,1,4,4,5,4,5,5,1,1,0,5,18,18,1,7,0,-1.32,36,NA,NA,-1.1,3,9,NA,3,0,1,0,1,NA,3,18,18,0,1,-1.5162659941184737,-0.7946388016722489,-1.1554523978953612,-1.1878411037006291,NA,NA,NA,9,2.3333333333333335,4.5,26340,10.17888193964875,NA
B15232X,3,5,2,1,NA,9,2,2,5,3,3,3,3,3,3,1,2,4,2,2,5,32,28,1,1,1,0.12,32,3,4,NA,NA,-2,NA,3,4,2,1,1,3,NA,32,28,1,2,-0.018773452381455096,-1.1320125413097026,-0.5753929968455789,NA,NA,NA,4,-2,3,2.5,NA,NA,1
B15235A,3,2,2,1,460,7,2,2,2,2,2,3,3,1,2,2,4,3,2,1,4,27,25,1,2,1,-0.2,53,3,4,-0.31,3,10,48,3,2,2,1,2,3,3,27,25,1,2,-0.3515495727674592,0.6391995917869295,0.14382500950973517,-0.3768674069181822,0.9011477596758449,0.26214017637883136,4,10,2.3333333333333335,3,460,6.133398042996649,1
B15237C,2,2,2,1,1618,3,4,2,2,3,3,4,4,3,4,2,3,3,2,0,5,24,19,1,5,1,0.68,48,NA,NA,NA,NA,-2,NA,2,2,2,1,1,NA,NA,24,19,1,2,0.5635847582940522,0.21748241724011236,0.39053358776708225,NA,NA,NA,NA,-2,3.3333333333333335,3.5,1618,7.389563953677635,1
B15239E,3,2,2,1,NA,9,4,2,2,3,1,3,4,3,3,1,3,3,2,1,5,42,42,1,5,0,-0.28,32,3,5,NA,0,-2,NA,3,2,2,1,1,3,6,42,42,0,1,-0.4347436028639603,-1.1320125413097026,-0.7833780720868315,NA,NA,NA,5,-2,2.3333333333333335,3,NA,NA,1
B15241Y,3,2,8,3,5718,1.2,2,1,2,2,3,3,3,4,4,2,3,4,NA,NA,8,32,28,1,5,1,1.47,55,6,1,1.36,5,8,40,3,2,1,0,-2,0,1,32,28,1,2,1.385125805497,0.8078864616056565,1.0965061335513282,1.3374693951409142,0.20112252767127087,0.7692959614060926,1,8,2.6666666666666665,3.5,5718,8.651549243915316,0
B15242Z,2,4,2,1,NA,1.2,2,1,4,4,3,3,3,4,4,1,2,3,1,2,5,24,19,1,8,1,NA,47,3,4,NA,NA,NA,NA,2,4,1,0,1,3,NA,24,19,1,2,NA,0.13313898233074895,NA,NA,NA,NA,4,NA,3.3333333333333335,3,NA,NA,1
B15244B,1,4,3,3,28000,1.2,2,2,4,5,5,1,4,5,5,1,2,4,2,0,5,22,19,1,7,0,1.47,59,3,3,1.83,3,1,NA,1,4,2,1,1,3,3,22,19,0,1,1.385125805497,1.1452602012431101,1.265193003370055,1.8199474172773067,NA,NA,3,1,3.6666666666666665,3.5,28000,10.239995502805316,0
B15245C,5,4,2,1,9000,3,2,1,3,2,1,4,4,4,4,1,1,3,1,2,5,21,21,1,8,0,NA,NA,3,4,-1.65,NA,NA,28,5,3,1,0,1,3,NA,21,21,0,1,NA,NA,NA,-1.752443044498535,-0.8489153203355903,-1.3006791824170627,4,NA,2.3333333333333335,2.5,9000,9.105090961257085,1
B15246D,2,1,8,3,700,6,4,2,0,4,5,4,4,5,4,1,5,5,NA,NA,3,34,23,1,7,2,-1.4,39,3,3,NA,3,-2,NA,2,0,2,1,3,3,3,34,23,2,3,-1.5994600242149746,-0.5416084969441586,-1.0705342605795667,NA,NA,NA,3,-2,4.333333333333333,4.5,700,6.55250788703459,0
B15247E,0,5,8,3,25000,1.1,1,2,4,5,4,3,3,4,4,1,3,4,2,0,6,34,29,1,3,1,NA,NA,NA,NA,NA,5,14,NA,0,4,2,1,0,NA,1,34,29,1,2,NA,NA,NA,NA,NA,NA,NA,14,4,3.5,25000,10.12667110305036,0
B15249G,2,1,2,1,NA,9,2,2,0,4,2,2,3,4,4,2,2,3,NA,NA,6,22,22,2,9,0,NA,NA,5,3,-0.15,NA,7,28,2,0,2,1,0,1,NA,22,22,0,1,NA,NA,NA,-0.212619569595155,-0.8489153203355903,-0.5307674449653726,3,7,2.6666666666666665,3,NA,NA,1
B15254D,1,4,8,3,2538,2,2,1,3,1,3,3,1,3,2,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,2,-2,NA,1,3,1,0,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-2,2.3333333333333335,1.5,2538,7.839525581704678,0
B15257G,2,3,8,3,383,3,2,2,0,1,3,3,3,4,2,2,2,2,2,2,7,22,22,1,5,0,0.92,42,5,3,1.83,3,21,NA,2,0,2,1,-1,1,3,22,22,0,1,0.8131668485835553,-0.28857819221606823,0.26229432818374354,1.8199474172773067,NA,NA,3,21,2.3333333333333335,2,383,5.950642552587727,0
B15259J,1,3,8,NA,50000,2,5,1,3,3,4,3,3,4,5,1,2,4,1,0,5,30,19,1,5,2,1.16,59,3,3,NA,3,-2,NA,1,3,1,0,1,3,3,30,19,2,3,1.0627489388730584,1.1452602012431101,1.1040045700580843,NA,NA,NA,3,-2,3.3333333333333335,3.5,50000,10.819798284210286,NA
B15263E,2,4,2,1,27000,2,1,2,4,3,3,3,3,5,5,1,5,5,NA,NA,5,28,21,1,5,3,0.12,48,5,3,NA,NA,-2,NA,2,4,2,1,1,1,NA,28,21,3,4,-0.018773452381455096,0.21748241724011236,0.09935448242932864,NA,NA,NA,3,-2,3,5,27000,10.203629181337648,1
B15266H,3,3,2,1,NA,1,4,1,3,5,5,2,2,4,4,1,1,2,NA,NA,5,27,26,1,1,1,NA,NA,NA,NA,NA,NA,-2,NA,3,3,1,0,1,NA,NA,27,26,1,2,NA,NA,NA,NA,NA,NA,NA,-2,4,2.5,NA,NA,1
